NAZEV,ROD,PAD2,PAD3,PAD4,PAD5,PAD6,PAD7
Nazlov,M,Nazlova,Nazlovu,Nazlov,Nazlove,Nazlovu,Nazlovem
Nazlovice,f,Nazlovic,NazlovicĄm,Nazlovice,Nazlovice,NazlovicĄch,Nazlovicemi
Nebahovy,f,Nebahov,Nebahov m,Nebahovy,Nebahovy,Nebahov ch,Nebahovami
Nebanice,f,Nebanic,NebanicĄm,Nebanice,Nebanice,NebanicĄch,Nebanicemi
Nebe,N,Nebe,Nebi,Nebe,Nebe,Nebi,Nebem
NebĄcko,N,NebĄcka,NebĄcku,NebĄcko,NebĄcko,NebĄcku,NebĄckem
NebĄlovy,f,NebĄlov,NebĄlov m,NebĄlovy,NebĄlovy,NebĄlov ch,NebĄlovami
Nebov,M,Nebova,Nebovu,Nebov,Nebove,Nebovu,Nebovem
Nebovice,f,Nebovic,NebovicĄm,Nebovice,Nebovice,NebovicĄch,Nebovicemi
Nebovidy,m,Nebovidu,Nebovidum,Nebovidy,Nebovidy,Nebovidech,Nebovidy
Nebrehov,M,Nebrehova,Nebrehovu,Nebrehov,Nebrehove,Nebrehovu,Nebrehovem
Nebrehovice,f,Nebrehovic,NebrehovicĄm,Nebrehovice,Nebrehovice,NebrehovicĄch,Nebrehovicemi
Nebusice,f,Nebusic,NebusicĄm,Nebusice,Nebusice,NebusicĄch,Nebusicemi
Nebuzely,f,Nebuzel,Nebuzel m,Nebuzely,Nebuzely,Nebuzelech,Nebuzelami
Nechanice,f,Nechanic,NechanicĄm,Nechanice,Nechanice,NechanicĄch,Nechanicemi
Nechtenice,f,Nechtenic,NechtenicĄm,Nechtenice,Nechtenice,NechtenicĄch,Nechtenicemi
Nechvalice,f,Nechvalic,NechvalicĄm,Nechvalice,Nechvalice,NechvalicĄch,Nechvalicemi
NechvalĄn,M,NechvalĄna,NechvalĄnu,NechvalĄn,NechvalĄne,NechvalĄnu,NechvalĄnem
Nechvalov,M,Nechvalova,Nechvalovu,Nechvalov,Nechvalove,Nechvalovu,Nechvalovem
Nechvalovice,f,Nechvalovic,NechvalovicĄm,Nechvalovice,Nechvalovice,NechvalovicĄch,Nechvalovicemi
NecĄn,M,NecĄna,NecĄnu,NecĄn,NecĄne,NecĄnu,NecĄnem
Nectiny,f,Nectin,Nectin m,Nectiny,Nectiny,Nectinech,Nectinami
Nedabyle,F,Nedabyle,Nedabyli,Nedabyli,Nedabyle,Nedabyli,NedabylĄ
Nedachlebetice,f,Nedachlebetic,NedachlebeticĄm,Nedachlebetice,Nedachlebetice,NedachlebeticĄch,Nedachlebeticemi
Nedachlebice,f,Nedachlebic,NedachlebicĄm,Nedachlebice,Nedachlebice,NedachlebicĄch,Nedachlebicemi
Nedakonice,f,Nedakonic,NedakonicĄm,Nedakonice,Nedakonice,NedakonicĄch,Nedakonicemi
Nedasov,M,Nedasova,Nedasovu,Nedasov,Nedasove,Nedasovu,Nedasovem
Nedasovice,f,Nedasovic,NedasovicĄm,Nedasovice,Nedasovice,NedasovicĄch,Nedasovicemi
Nedeliste,N,Nedeliste,Nedelisti,Nedeliste,Nedeliste,Nedelisti,Nedelistem
Nedomice,f,Nedomic,NedomicĄm,Nedomice,Nedomice,NedomicĄch,Nedomicemi
Nedrahov,M,Nedrahova,Nedrahovu,Nedrahov,Nedrahove,Nedrahovu,Nedrahovem
Nedrahovice,f,Nedrahovic,NedrahovicĄm,Nedrahovice,Nedrahovice,NedrahovicĄch,Nedrahovicemi
Nedvedice,f,Nedvedic,NedvedicĄm,Nedvedice,Nedvedice,NedvedicĄch,Nedvedicemi
NedvezĄ,N,NedvezĄho,NedvezĄmu,NedvezĄ,NedvezĄ,NedvezĄm,NedvezĄm
Nehodiv,F,Nehodivi,Nehodivi,Nehodiv,Nehodivi,Nehodivi,NehodivĄ
Nehvizdy,m,Nehvizdu,Nehvizdum,Nehvizdy,Nehvizdy,Nehvizdech,Nehvizdy
Nejdek,M,Nejdku,Nejdku,Nejdek,Nejdku,Nejdku,Nejdkem
Nejedlov,M,Nejedlova,Nejedlovu,Nejedlov,Nejedlove,Nejedlovu,Nejedlovem
Nejedlovice,f,Nejedlovic,NejedlovicĄm,Nejedlovice,Nejedlovice,NejedlovicĄch,Nejedlovicemi
NejepĄn,M,NejepĄna,NejepĄnu,NejepĄn,NejepĄne,NejepĄnu,NejepĄnem
NekmĄr,M,NekmĄre,NekmĄri,NekmĄr,NekmĄri,NekmĄri,NekmĄrem
Nekonecno,M,Nekonecna,Nekonecnu,Nekonecno,Nekonecno,Nekonecnu,Nekonecnem
Nekor,F,Nekore,Nekori,Nekor,Nekori,Nekori,NekorĄ
Nekvasovy,f,Nekvasov,Nekvasov m,Nekvasovy,Nekvasovy,Nekvasov m,Nekvasovami
Nelahozeves,F,Nelahozevsi,Nelahozevsi,Nelahozeves,Nelahozevsi,Nelahozevsi,NelahozevsĄ
Nelepec,F,Nelepce,Nelepci,Nelepec,Nelepci,Nelepci,NelepcĄ
Nelesov,M,Nelesova,Nelesovu,Nelesov,Nelesove,Nelesovu,Nelesovem
Nelesovice,f,Nelesovic,NelesovicĄm,Nelesovice,Nelesovice,NelesovicĄch,Nelesovicemi
Nemanice,f,Nemanic,NemanicĄm,Nemanice,Nemanice,NemanicĄch,Nemanicemi
Nemcany,f,Nemcan,Nemcanum,Nemcany,Nemcany,Nemcanech,Nemcanami
NemcĄ,N,NemcĄ,NemcĄ,NemcĄ,NemcĄ,NemcĄ,NemcĄm
Nemcice,f,Nemcic,NemcicĄm,Nemcice,Nemcice,NemcicĄch,Nemcicemi
Nemcicky,f,Nemcicek,Nemcick m,Nemcicky,Nemcicky,Nemcick ch,Nemcickami
Nemcov,M,Nemcova,Nemcovu,Nemcov,Nemcove,Nemcovu,Nemcovem
Nemcovice,f,Nemcovic,NemcovicĄm,Nemcovice,Nemcovice,NemcovicĄch,Nemcovicemi
Nemetice,f,Nemetic,NemeticĄm,Nemetice,Nemetice,NemeticĄch,Nemeticemi
Nemetice,f,Nemetic,NemeticĄm,Nemetice,Nemetice,NemeticĄch,Nemeticemi
Nemile,F,Nemile,Nemili,Nemili,Nemile,Nemili,NemilĄ
NemĄz,F,NemĄze,NemĄzi,NemĄz,NemĄzi,NemĄzi,NemĄzĄ
Nemochov,M,Nemochova,Nemochovu,Nemochov,Nemochove,Nemochovu,Nemochovem
Nemochovice,f,Nemochovic,NemochovicĄm,Nemochovice,Nemochovice,NemochovicĄch,Nemochovicemi
Nemojany,f,Nemojan,Nemojanum,Nemojany,Nemojany,Nemojanech,Nemojanami
Nemojov,M,Nemojova,Nemojovu,Nemojov,Nemojove,Nemojovu,Nemojovem
Nemojovice,f,Nemojovic,NemojovicĄm,Nemojovice,Nemojovice,NemojovicĄch,Nemojovicemi
Nemotice,f,Nemotic,NemoticĄm,Nemotice,Nemotice,NemoticĄch,Nemoticemi
Nemyceves,F,Nemycevsi,Nemycevsi,Nemyceves,Nemycevsi,Nemycevsi,NemycevsĄ
Nemyslov,M,Nemyslova,Nemyslovu,Nemyslov,Nemyslove,Nemyslovu,Nemyslovem
Nemyslovice,f,Nemyslovic,NemyslovicĄm,Nemyslovice,Nemyslovice,NemyslovicĄch,Nemyslovicemi
Nemysl,F,Nemysle,Nemysli,Nemysl,Nemysli,Nemysli,NemyslĄ
Nenacov,M,Nenacova,Nenacovu,Nenacov,Nenacove,Nenacovu,Nenacovem
Nenacovice,f,Nenacovic,NenacovicĄm,Nenacovice,Nenacovice,NenacovicĄch,Nenacovicemi
Nenkov,M,Nenkova,Nenkovu,Nenkov,Nenkove,Nenkovu,Nenkovem
Nenkovice,f,Nenkovic,NenkovicĄm,Nenkovice,Nenkovice,NenkovicĄch,Nenkovicemi
Neplachov,M,Neplachova,Neplachovu,Neplachov,Neplachove,Neplachovu,Neplachovem
Neplachovice,f,Neplachovic,NeplachovicĄm,Neplachovice,Neplachovice,NeplachovicĄch,Neplachovicemi
Nepolisy,m,Nepolisu,Nepolisum,Nepolisy,Nepolisy,Nepolisech,Nepolisy
Nepomerice,f,Nepomeric,NepomericĄm,Nepomerice,Nepomerice,NepomericĄch,Nepomericemi
Nepomuk,M,Nepomuku,Nepomuku,Nepomuk,Nepomuku,Nepomuku,Nepomukem
Nepomysl,F,Nepomysle,Nepomysli,Nepomysl,Nepomysli,Nepomysli,NepomyslĄ
Neprobylice,f,Neprobylic,NeprobylicĄm,Neprobylice,Neprobylice,NeprobylicĄch,Neprobylicemi
Neprev zka,F,Neprev zky,Neprev zce,Neprev zku,Neprev zko,Neprev zce,Neprev zkou
Neratov,M,Neratova,Neratovu,Neratov,Neratove,Neratovu,Neratovem
Neratovice,f,Neratovic,NeratovicĄm,Neratovice,Neratovice,NeratovicĄch,Neratovicemi
Nerestce,m,Nerestcu,Nerestcum,Nerestce,Nerestce,NerestcĄch,Nerestci
Neslov,M,Neslova,Neslovu,Neslov,Neslove,Neslovu,Neslovem
Neslovice,f,Neslovic,NeslovicĄm,Neslovice,Neslovice,NeslovicĄch,Neslovicemi
Nesov,M,Nesova,Nesovu,Nesov,Nesove,Nesovu,Nesovem
Nesovice,f,Nesovic,NesovicĄm,Nesovice,Nesovice,NesovicĄch,Nesovicemi
Nespeky,m,Nespeku,Nespekum,Nespeky,Nespeky,Nespek ch,Nespeky
Nestrasov,M,Nestrasova,Nestrasovu,Nestrasov,Nestrasove,Nestrasovu,Nestrasovem
Nestrasovice,f,Nestrasovic,NestrasovicĄm,Nestrasovice,Nestrasovice,NestrasovicĄch,Nestrasovicemi
Nesuchyne,F,Nesuchyne,Nesuchyni,Nesuchyni,Nesuchyne,Nesuchyni,NesuchynĄ
Nesvacilka,F,Nesvacilky,Nesvacilce,Nesvacilku,Nesvacilko,Nesvacilce,Nesvacilkou
Nesvacily,m,Nesvacilu,Nesvacilum,Nesvacily,Nesvacily,Nesvacilech,Nesvacily
Nestenice,f,Nestenic,NestenicĄm,Nestenice,Nestenice,NestenicĄch,Nestenicemi
Netcice,f,Netcic,NetcicĄm,Netcice,Netcice,NetcicĄch,Netcicemi
Netesov,M,Netesova,Netesovu,Netesov,Netesove,Netesovu,Netesovem
Netesovice,f,Netesovic,NetesovicĄm,Netesovice,Netesovice,NetesovicĄch,Netesovicemi
NetĄn,M,NetĄna,NetĄnu,NetĄn,NetĄne,NetĄnu,NetĄnem
Netolice,f,Netolic,NetolicĄm,Netolice,Netolice,NetolicĄch,Netolicemi
Netrebice,f,Netrebic,NetrebicĄm,Netrebice,Netrebice,NetrebicĄch,Netrebicemi
Netunice,f,Netunic,NetunicĄm,Netunice,Netunice,NetunicĄch,Netunicemi
NetunĄn,M,NetunĄna,NetunĄnu,NetunĄn,NetunĄne,NetunĄnu,NetunĄnem
Netvorice,f,Netvoric,NetvoricĄm,Netvorice,Netvorice,NetvoricĄch,Netvoricemi
Neubuz,F,Neubuze,Neubuzi,Neubuz,Neubuzi,Neubuzi,NeubuzĄ
Neumer,F,Neumere,Neumeri,Neumer,Neumeri,Neumeri,NeumerĄ
Neumerice,f,Neumeric,NeumericĄm,Neumerice,Neumerice,NeumericĄch,Neumericemi
Neumetely,f,Neumetel,Neumetelum,Neumetely,Neumetely,Neumetelech,Neumetelami
Neurazy,m,Neurazu,Neurazum,Neurazy,Neurazy,Neurazech,Neurazy
Neuschyne,F,Neuschyne,Neuschyni,Neuschyni,Neuschyne,Neuschyni,NeuschynĄ
Neustopov,M,Neustopova,Neustopovu,Neustopov,Neustopove,Neustopovu,Neustopovem
Neustopovice,f,Neustopovic,NeustopovicĄm,Neustopovice,Neustopovice,NeustopovicĄch,Neustopovicemi
Neustupov,M,Neustupova,Neustupovu,Neustupov,Neustupove,Neustupovu,Neustupovem
Neustupovice,f,Neustupovic,NeustupovicĄm,Neustupovice,Neustupovice,NeustupovicĄch,Neustupovicemi
Nevcehle,F,Nevcehle,Nevcehli,Nevcehli,Nevcehli,Nevcehli,NevcehlĄ
Neveklov,M,Neveklova,Neveklovu,Neveklov,Neveklove,Neveklovu,Neveklovem
Neveklovice,f,Neveklovic,NeveklovicĄm,Neveklovice,Neveklovice,NeveklovicĄch,Neveklovicemi
Nevezice,f,Nevezic,NevezicĄm,Nevezice,Nevezice,NevezicĄch,Nevezicemi
Nevid,M,Nevidu,Nevidu,Nevid,Nevide,Nevidu,Nevidem
Nevojice,f,Nevojic,NevojicĄm,Nevojice,Nevojice,NevojicĄch,Nevojicemi
Nevolice,f,Nevolic,NevolicĄm,Nevolice,Nevolice,NevolicĄch,Nevolicemi
Nevratice,f,Nevratic,NevraticĄm,Nevratice,Nevratice,NevraticĄch,Nevraticemi
Nevren,F,Nevrene,Nevreni,Nevren,Nevreni,Nevreni,NevrenĄ
Nezabudice,f,Nezabudic,NezabudicĄm,Nezabudice,Nezabudice,NezabudicĄch,Nezabudicemi
Nezabylice,f,Nezabylic,NezabylicĄm,Nezabylice,Nezabylice,NezabylicĄch,Nezabylicemi
Nezamyslice,f,Nezamyslic,NezamyslicĄm,Nezamyslice,Nezamyslice,NezamyslicĄch,Nezamyslicemi
Nezbavetice,f,Nezbavetic,NezbaveticĄm,Nezbavetice,Nezbavetice,NezbaveticĄch,Nezbaveticemi
Nezdenice,f,Nezdenic,NezdenicĄm,Nezdenice,Nezdenice,NezdenicĄch,Nezdenicemi
Nezdice,f,Nezdic,NezdicĄm,Nezdice,Nezdice,NezdicĄch,Nezdicemi
Nezdrev,F,Nezdreve,Nezdrevi,Nezdrev,Nezdrevi,Nezdrevi,NezdrevĄ
Nezvestice,f,Nezvestic,NezvesticĄm,Nezvestice,Nezvestice,NezvesticĄch,Nezvesticemi
Nicov,M,Nicova,Nicovu,Nicov,Nicove,Nicovu,Nicovem
Nicovice,f,Nicovic,NicovicĄm,Nicovice,Nicovice,NicovicĄch,Nicovicemi
Niedar,M,Niedaru,Niedaru,Niedar,Niedare,Niedaru,Niedarem
Nietar,M,Nietaru,Nietaru,Nietar,Nietare,Nietaru,Nietarem
Nihosov,M,Nihosova,Nihosovu,Nihosov,Nihosove,Nihosovu,Nihosovem
Nihosovice,f,Nihosovic,NihosovicĄm,Nihosovice,Nihosovice,NihosovicĄch,Nihosovicemi
NĄhov,M,NĄhova,NĄhovu,NĄhov,NĄhove,NĄhovu,NĄhovem
Nihovice,f,Nihovic,NihovicĄm,Nihovice,Nihovice,NihovicĄch,Nihovicemi
NĄhovice,f,NĄhovic,NĄhovicĄm,NĄhovice,NĄhovice,NĄhovicĄch,NĄhovicemi
Nikolcice,f,Nikolcic,NikolcicĄm,Nikolcice,Nikolcice,NikolcicĄch,Nikolcicemi
Nimerice,f,Nimeric,NimericĄm,Nimerice,Nimerice,NimericĄch,Nimericemi
Nimpsov,M,Nimpsova,Nimpsovu,Nimpsov,Nimpsove,Nimpsovu,Nimpsovem
Nimpsovice,f,Nimpsovic,NimpsovicĄm,Nimpsovice,Nimpsovice,NimpsovicĄch,Nimpsovicemi
Nimrodov,M,Nimrodova,Nimrodovu,Nimrodov,Nimrodove,Nimrodovu,Nimrodovem
Nimrodovice,f,Nimrodovic,NimrodovicĄm,Nimrodovice,Nimrodovice,NimrodovicĄch,Nimrodovicemi
Nimrov,M,Nimrova,Nimrovu,Nimrov,Nimrove,Nimrovu,Nimrovem
Nimrovice,f,Nimrovic,NimrovicĄm,Nimrovice,Nimrovice,NimrovicĄch,Nimrovicemi
Niseta,F,Nisety,Nisete,Nisetu,Niseto,Nisete,Nisetou
Nisov,M,Nisova,Nisovu,Nisov,Nisove,Nisovu,Nisovem
Nisovice,f,Nisovic,NisovicĄm,Nisovice,Nisovice,NisovicĄch,Nisovicemi
Nitkov,M,Nitkova,Nitkovu,Nitkov,Nitkove,Nitkovu,Nitkovem
NĄtkov,M,NĄtkova,NĄtkovu,NĄtkov,NĄtkove,NĄtkovu,NĄtkovem
NĄtkovice,f,NĄtkovic,NĄtkovicĄm,NĄtkovice,NĄtkovice,NĄtkovicĄch,NĄtkovicemi
Niva,F,Nivy,Nive,Nivu,Nivo,Nive,Nivou
Nivnice,F,Nivnice,Nivnici,Nivnici,Nivnice,Nivnici,NivnicĄ
Nivy,f,Niv,Niv m,Nivy,Nivy,Niv ch,Nivami
Nizbor,M,Nizboru,Nizboru,Nizbor,Nizbore,Nizboru,Nizborem
Nizkov,M,Nizkova,Nizkovu,Nizkov,Nizkove,Nizkovu,Nizkovem
NĄzkov,M,NĄzkova,NĄzkovu,NĄzkov,NĄzkove,NĄzkovu,NĄzkovem
Nizkovice,f,Nizkovic,NizkovicĄm,Nizkovice,Nizkovice,NizkovicĄch,Nizkovicemi
NĄzkovice,f,NĄzkovic,NĄzkovicĄm,NĄzkovice,NĄzkovice,NĄzkovicĄch,NĄzkovicemi
NiznĄ Lhota,F,NiznĄ Lhoty,NiznĄ Lhote,NiznĄ Lhotu,NiznĄ Lhoto,NiznĄ Lhote,NiznĄ Lhotou
NĄznĄ Lhota,F,NĄznĄ Lhoty,NĄznĄ Lhote,NĄznĄ Lhotu,NĄznĄ Lhoto,NĄznĄ Lhote,NĄznĄ Lhotou
NiznĄ Lhoty,f,NiznĄch Lhot,NiznĄm Lhot m,NiznĄ Lhoty,NiznĄ Lhoty,NiznĄch Lhot ch,NiznĄmi Lhotami
NĄznĄ Lhoty,f,NĄznĄch Lhot,NĄznĄm Lhot m,NĄznĄ Lhoty,NĄznĄ Lhoty,NĄznĄch Lhot ch,NĄznĄmi Lhotami
Noga,F,Nogy,Noze,Nogu,Nogo,Noze,Nogou
Nogrod,M,Nogrodu,Nogrodu,Nogrod,Nogrode,Nogrodu,Nogrodem
Noha,F,Nohy,Noze,Nohu,Noho,Noze,Nohou
Nohov,M,Nohova,Nohovu,Nohov,Nohove,Nohovu,Nohovem
Nohovice,f,Nohovic,NohovicĄm,Nohovice,Nohovice,NohovicĄch,Nohovicemi
Nohy,f,Noh,Noh m,Nohy,Nohy,Noh ch,Nohami
Noldor,M,Noldoru,Noldoru,Noldor,Noldore,Noldoru,Noldorem
Nora,F,Nory,Nore,Noru,Noro,Nore,Norou
Norbercany,f,Norbercan,Norbercan m,Norbercany,Norbercany,Norbercanech,Norbercanami
Norgent,M,Norgentu,Norgentu,Norgent,Norgente,Norgentu,Norgentem
Norov,M,Norova,Norovu,Norov,Norove,Norovu,Norovem
Norovice,f,Norovic,NorovicĄm,Norovice,Norovice,NorovicĄch,Norovicemi
Nos lov,M,Nos lova,Nos lovu,Nos lov,Nos love,Nos lovu,Nos lovem
Nos lovice,f,Nos lovic,Nos lovicĄm,Nos lovice,Nos lovice,Nos lovicĄch,Nos lovicemi
Nosislav,F,Nosislavi,Nosislavi,Nosislav,Nosislavi,Nosislavi,NosislavĄ
Nosov,M,Nosova,Nosovu,Nosov,Nosove,Nosovu,Nosovem
Nosovice,f,Nosovic,NosovicĄm,Nosovice,Nosovice,NosovicĄch,Nosovicemi
Nosov,M,Nosova,Nosovu,Nosov,Nosove,Nosovu,Nosovem
Nosovice,f,Nosovic,NosovicĄm,Nosovice,Nosovice,NosovicĄch,Nosovicemi
Notopisy,m,Notopisu,Notopisum,Notopisy,Notopisy,Notopisech,Notopisy
Notov,M,Notova,Notovu,Notov,Notove,Notovu,Notovem
Notovice,f,Notovic,NotovicĄm,Notovice,Notovice,NotovicĄch,Notovicemi
Nouzov,M,Nouzova,Nouzovu,Nouzov,Nouzove,Nouzovu,Nouzovem
Nouzovice,f,Nouzovic,NouzovicĄm,Nouzovice,Nouzovice,NouzovicĄch,Nouzovicemi
Nov  Lhota,F,Nov Lhoty,Nov Lhote,Novou Lhotu,Nov  Lhoto,Nov Lhote,Novou Lhotou
Nov  Pl n,F,Nov Pl ne,Nov Pl ni,Novou Pl n,Nov  Pl ni,Nov Pl ni,Novou Pl nĄ
Nov  RĄse,F,Nov RĄse,Nov RĄsi,Novou RĄsi,Nov  RĄse,Nov RĄsi,Novou RĄsĄ
Nov  SĄdla,f,Novych SĄdel,Novym SĄdlum,Nov  SĄdla,Nov  SĄdla,Novych SĄdlech,Novymi SĄdly
Nov  Ves,F,Nov Vsi,Nov Vsi,Novou Ves,Nov  Vsi,Nov Vsi,Novou VsĄ
Nov Domy,m,Novych Domu,Novym Domum,Nov Domy,Nov Domy,Novych Domech,Novymi Domy
Nov Dvory,m,Novych Dvoru,Novym Dvorum,Nov Dvory,Nov Dvory,Novych Dvorech,Novymi Dvory
Nov Hamry,m,Novych Hamru,Novym Hamrum,Nov Hamry,Nov Hamry,Novych Hamrech,Novymi Hamry
Nov Hrady,m,Novych Hradu,Novym Hradum,Nov Hrady,Nov Hrady,Novych Hradech,Novymi Hrady
Nov Hute,f,Novych HutĄ,Novym HutĄm,Nov Hute,Nov Hute,Novych HutĄch,Novymi Hutemi
Nov Kyjovice,N,Novych Kyjovic,Novym KyjovicĄm,Nov Kyjovice,Nov Kyjovice,Novych KyjovicĄch,Novymi Kyjovicemi
Nov Mesto,N,Novho Mesta,Novmu Mestu,Nov Mesto,Nov Mesto,Novm Mestu,Novym Mestem
Nov MĄsto,N,Novho MĄsta,Novmu MĄstu,Nov MĄsto,Nov MĄsto,Novm MĄste,Novym MĄstem
Nov Sady,m,Novych Sadu,Novym Sadum,Nov Sady,Nov Sady,Novych Sadech,Novymi Sady
Nov Sedlice,f,Novych Sedlic,Novym SedlicĄm,Nov Sedlice,Nov Sedlice,Novych SedlicĄch,Novymi Sedlicemi
Nov Sedlo,N,Novho Sedla,Novmu Sedlu,Nov Sedlo,Nov Sedlo,Novm Sedle,Novym Sedlem
Nov StrasecĄ,N,Novho StrasecĄ,Novmu StrasecĄ,Nov StrasecĄ,Nov StrasecĄ,Novm StrasecĄ,Novym StrasecĄm
Nov Z mky,m,Novych Z mku,Novym Z mkum,Nov Z mky,Nov Z mky,Novych Z mcĄch,Novymi Z mky
Noviny,f,Novin,Novin m,Noviny,Noviny,Novin ch,Novinami
Novosedlice,f,Novosedlic,NovosedlicĄm,Novosedlice,Novosedlice,NovosedlicĄch,Novosedlicemi
Novosedly,f,Novosedel,Novosedl m,Novosedly,Novosedly,Novosedlech,Novosedlami
Novy Dum,M,Novho Domu,Novmu Domu,Novy Dum,Novy Dome,Novm Domu,Novym Domem
Novy Dvur,M,Novho Dvora,Novmu Dvoru,Novy Dvur,Novy Dvore,Novm Dvoru,Novym Dvorem
Novy Hr dek,M,Novho Hr dku,Novmu Hr dku,Novy Hr dek,Novy Hr dku,Novm Hr dku,Novym Hr dkem
Novy Kostel,M,Novho Kostela,Novmu Kostelu,Novy Kostel,Novy Kostele,Novm Kostele,Novym Kostelem
Novy Kyjov,M,Novho Kyjova,Novmu Kyjovu,Novy Kyjov,Novy Kyjove,Novm Kyjovu,Novym Kyjovem
Novy Svet,M,Novho Sveta,Novmu Svetu,Novy Svet,Novy Svete,Novm Svetu,Novym Svetem
Nucice,f,Nucic,NucicĄm,Nucice,Nucice,NucicĄch,Nucicemi
NulĄn,M,NulĄna,NulĄnu,NulĄn,NulĄne,NulĄnu,NulĄnem
Nulov,M,Nulova,Nulovu,Nulov,Nulove,Nulovu,Nulovem
Nulovice,f,Nulovic,NulovicĄm,Nulovice,Nulovice,NulovicĄch,Nulovicemi
NŁn,M,NŁnu,NŁnu,NŁn,NŁne,NŁnu,NŁnem
Nupaky,m,Nupaku,Nupakum,Nupaky,Nupaky,Nupak ch,Nupaky
Nurn,M,Nurnu,Nurnu,Nurn,Nurne,Nurnu,Nurnem
NŁrn,M,NŁrnu,NŁrnu,NŁrn,NŁrne,NŁrnu,NŁrnem
Nydek,M,Nydku,Nydku,Nydek,Nydku,Nydku,Nydkem
Nyklov,M,Nyklova,Nyklovu,Nyklov,Nyklove,Nyklovu,Nyklovem
Nyklovice,f,Nyklovic,NyklovicĄm,Nyklovice,Nyklovice,NyklovicĄch,Nyklovicemi
Nymburk,M,Nymburku,Nymburku,Nymburk,Nymburku,Nymburku,Nymburkem
Nyrov,M,Nyrova,Nyrovu,Nyrov,Nyrove,Nyrovu,Nyrovem
Nyrovice,f,Nyrovic,NyrovicĄm,Nyrovice,Nyrovice,NyrovicĄch,Nyrovicemi
Nyrsko,N,Nyrska,Nyrsku,Nyrsko,Nyrsko,Nyrsku,Nyrskem
Nyrany,f,Nyran,Nyran m,Nyrany,Nyrany,Nyranech,Nyranami
Obcelice,f,Obcelic,ObcelicĄm,Obcelice,Obcelice,ObcelicĄch,Obcelicemi
Obcov,M,Obcova,Obcovu,Obcov,Obcove,Obcovu,Obcovem
Obcovice,f,Obcovic,ObcovicĄm,Obcovice,Obcovice,ObcovicĄch,Obcovicemi
Obecnice,f,Obecnic,ObecnicĄm,Obecnice,Obecnice,ObecnicĄch,Obecnicemi
Obedkov,M,Obedkova,Obedkovu,Obedkov,Obedkove,Obedkovu,Obedkovem
Obedkovice,f,Obedkovic,ObedkovicĄm,Obedkovice,Obedkovice,ObedkovicĄch,Obedkovicemi
Obedov,M,Obedova,Obedovu,Obedov,Obedove,Obedovu,Obedovem
Obedovice,f,Obedovic,ObedovicĄm,Obedovice,Obedovice,ObedovicĄch,Obedovicemi
Obloukov,M,Obloukova,Obloukovu,Obloukov,Obloukove,Obloukovu,Obloukovem
Obloukov ,F,Obloukov,Obloukov,Obloukovou,Obloukov ,Obloukov,Obloukovou
Obloukovice,f,Obloukovic,ObloukovicĄm,Obloukovice,Obloukovice,ObloukovicĄch,Obloukovicemi
Obora,F,Obory,Obore,Oboru,Oboro,Obore,Oboru
Oborn ,F,Oborn,Oborn,Obornou,Oborn ,Oborn,Obornou
Oborov,M,Oborova,Oborovu,Oborov,Oborove,Oborovu,Oborovem
Oborovice,f,Oborovic,OborovicĄm,Oborovice,Oborovice,OborovicĄch,Oborovicemi
Obory,f,Obor,Obor m,Obory,Obory,Obor ch,Oborami
Oboriste,N,Oboriste,Oboristi,Oboriste,Oboriste,Oboristi,Oboristem
Obratan,F,Obratane,Obratani,Obratan,Obratani,Obratani,ObratanĄ
Obrnice,f,Obrnic,ObrnicĄm,Obrnice,Obrnice,ObrnicĄch,Obrnicemi
Obrubce,m,Obrubcu,Obrubcum,Obrubce,Obrubce,ObrubcĄch,Obrubci
Obruby,f,Obrub,Obrub m,Obruby,Obruby,Obrub ch,Obrubami
ObrĄstvĄ,N,ObrĄstvĄ,ObrĄstvĄ,ObrĄstvĄ,ObrĄstvĄ,ObrĄstvĄ,ObrĄstvĄm
Obyctov,M,Obyctova,Obyctovu,Obyctov,Obyctove,Obyctovu,Obyctovem
Obyctovice,f,Obyctovic,ObyctovicĄm,Obyctovice,Obyctovice,ObyctovicĄch,Obyctovicemi
Obytce,m,Obytcu,Obytcum,Obytce,Obytce,ObytcĄch,Obytci
Ochoz,M,Ochozu,Ochozu,Ochoz,Ochoze,Ochozu,Ochozem
Ochozy,m,Ochozu,Ochozum,Ochozy,Ochozy,Ochozech,Ochozy
Ocmanice,f,Ocmanic,OcmanicĄm,Ocmanice,Ocmanice,OcmanicĄch,Ocmanicemi
Ocelice,f,Ocelic,OcelicĄm,Ocelice,Ocelice,OcelicĄch,Ocelicemi
Ocichov,M,Ocichova,Ocichovu,Ocichov,Ocichove,Ocichovu,Ocichovem
Ocichovice,f,Ocichovic,OcichovicĄm,Ocichovice,Ocichovice,OcichovicĄch,Ocichovicemi
Ocihov,M,Ocihova,Ocihovu,Ocihov,Ocihove,Ocihovu,Ocihovem
Ocihovice,f,Ocihovic,OcihovicĄm,Ocihovice,Ocihovice,OcihovicĄch,Ocihovicemi
Odrava,F,Odravy,Odrave,Odravu,Odravo,Odrave,Odravou
Odrov,M,Odrova,Odrovu,Odrov,Odrove,Odrovu,Odrovem
Odrovice,f,Odrovic,OdrovicĄm,Odrovice,Odrovice,OdrovicĄch,Odrovicemi
Odry,f,Oder,Odr m,Odry,Odry,Odr ch,Odrami
